<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
US2.AAPL,D,20151103,000000,122.5500000
US2.AAPL,D,20151104,000000,121.9700000
US2.AAPL,D,20151105,000000,120.9000000
US2.AAPL,D,20151106,000000,120.9800000
US2.AAPL,D,20151109,000000,120.8300000
US2.AAPL,D,20151110,000000,116.5200000
US2.AAPL,D,20151111,000000,116.1500000
US2.AAPL,D,20151112,000000,115.8000000
US2.AAPL,D,20151113,000000,112.2800000
US2.AAPL,D,20151116,000000,114.1700000
US2.AAPL,D,20151117,000000,113.5500000
US2.AAPL,D,20151118,000000,117.2800000
US2.AAPL,D,20151119,000000,118.8300000
US2.AAPL,D,20151120,000000,119.1900000
US2.AAPL,D,20151123,000000,117.7600000
US2.AAPL,D,20151124,000000,118.8900000
US2.AAPL,D,20151125,000000,118.0500000
US2.AAPL,D,20151127,000000,117.8200000
US2.AAPL,D,20151130,000000,118.3600000
US2.AAPL,D,20151201,000000,117.3100000
US2.AAPL,D,20151202,000000,116.3000000
US2.AAPL,D,20151203,000000,115.0100000
US2.AAPL,D,20151204,000000,119.0200000
US2.AAPL,D,20151207,000000,118.2600000
US2.AAPL,D,20151208,000000,118.2500000
US2.AAPL,D,20151209,000000,115.3200000
US2.AAPL,D,20151210,000000,116.1800000
US2.AAPL,D,20151211,000000,113.0700000
US2.AAPL,D,20151214,000000,112.3500000
US2.AAPL,D,20151215,000000,110.5150000
US2.AAPL,D,20151216,000000,111.3100000
US2.AAPL,D,20151217,000000,109.0000000
US2.AAPL,D,20151218,000000,105.8600000
US2.AAPL,D,20151221,000000,107.3200000
US2.AAPL,D,20151222,000000,107.2100000
US2.AAPL,D,20151223,000000,108.5200000
US2.AAPL,D,20151224,000000,108.0200000
US2.AAPL,D,20151228,000000,106.8200000
US2.AAPL,D,20151229,000000,108.7100000
US2.AAPL,D,20151230,000000,107.3100000
US2.AAPL,D,20151231,000000,105.4000000
US2.AAPL,D,20160104,000000,105.3400000
US2.AAPL,D,20160105,000000,102.7100000
US2.AAPL,D,20160106,000000,100.6700000
US2.AAPL,D,20160107,000000,96.4800000
US2.AAPL,D,20160108,000000,97.0200000
US2.AAPL,D,20160111,000000,98.5400000
US2.AAPL,D,20160112,000000,100.0800000
US2.AAPL,D,20160113,000000,97.3900000
US2.AAPL,D,20160114,000000,99.5200000
US2.AAPL,D,20160115,000000,97.0300000
US2.AAPL,D,20160119,000000,96.6700000
US2.AAPL,D,20160120,000000,96.8400000
US2.AAPL,D,20160121,000000,96.2800000
US2.AAPL,D,20160122,000000,101.4300000
US2.AAPL,D,20160125,000000,99.4400000
US2.AAPL,D,20160126,000000,100.0200000
US2.AAPL,D,20160127,000000,93.4100000
US2.AAPL,D,20160128,000000,94.0700000
US2.AAPL,D,20160129,000000,97.1300000
US2.AAPL,D,20160201,000000,96.4000000
US2.AAPL,D,20160202,000000,94.4700000
US2.AAPL,D,20160203,000000,96.2900000
US2.AAPL,D,20160205,000000,93.8100000
US2.AAPL,D,20160208,000000,95.0400000
US2.AAPL,D,20160209,000000,95.0100000
US2.AAPL,D,20160210,000000,94.2700000
US2.AAPL,D,20160211,000000,93.6500000
